Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6665772,2018-02-20 12:21:18,2018-02-02 08:23:39,319271,128346942,319271,402,82,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665772.sralite.1,SRX3642678,LMAN.8.14A0219,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,AC17766AD9F4A593D5D036073069BA86,DE36DB0D5CD332D39B945911741E264B
SRR6665773,2018-02-20 12:21:18,2018-02-02 08:23:49,532620,214113240,532620,402,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665773.sralite.1,SRX3642677,LMAD.8.14A0255,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,082D29701B849C74D1F22DE172EB728E,6C5706360C9F935E6727787F189F50AA
SRR6665774,2018-02-20 12:21:18,2018-02-02 08:23:17,6388,2567976,6388,402,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665774.sralite.1,SRX3642676,LMAD.8.14A0251,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,6D0C714E3721E6C1208C48BBF31338C1,95DD4CE574BB9329656314392A8E2420
SRR6665775,2018-02-20 12:21:18,2018-02-02 08:23:28,33105,13308210,33105,402,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665775.sralite.1,SRX3642675,LMAN.8.14A0261,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,B1714AB64D3D5FC997914ABCAED4A417,198EF931387B661335436E389580BBBD
SRR6665776,2018-02-20 12:21:18,2018-02-02 08:23:35,171683,69016566,171683,402,43,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665776.sralite.1,SRX3642674,LMAN.8.14A0257,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,739EA7BFFCEE65AF3D3B1D90881933F6,C257CDD762EC07A916689AFE3C7385E3
SRR6665777,2018-02-20 12:21:18,2018-02-02 08:23:33,136762,54978324,136762,402,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665777.sralite.1,SRX3642673,LMAN.8.14A0239,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,CEB4553CE10D9592776CBC7679B7F6B2,C26B6BD82591B155153B077863D2E0EC
SRR6665778,2018-02-20 12:21:18,2018-02-02 08:23:32,90973,36571146,90973,402,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665778.sralite.1,SRX3642672,LMAN.8.14A0237,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,D942750761B105782E502CC03A15B263,71DFCFB82F3AB32B96B5E1AAE4E31FB9
SRR6665779,2018-02-20 12:21:18,2018-02-02 08:23:33,102968,41393136,102968,402,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665779.sralite.1,SRX3642671,LMAN.8.14A0241,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,924CA7CC8995954651E6D9325AE2A28C,22A8403F144E075A6AF3690521D8B6CB
SRR6665780,2018-02-20 12:21:18,2018-02-02 08:23:32,57533,23128266,57533,402,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665780.sralite.1,SRX3642670,LMAN.8.14A0240,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,D181C5667E56351976BA89A36B6D360C,3537C6744DBF5AF51A721F0DFDA84633
SRR6665781,2018-02-20 12:21:18,2018-02-02 08:23:36,134211,53952822,134211,402,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665781.sralite.1,SRX3642669,LMAN.8.14A0249,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,F217BCB813B085EAC8E2524FAC27529E,ECE3BFD48A1BDAF1C38AE663368499E0
SRR6665782,2018-02-20 12:21:18,2018-02-02 08:23:32,32292,12981384,32292,402,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665782.sralite.1,SRX3642668,LMAN.8.14A0247,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,C4CBD27A98B753D0E9233FE84C7DB7EC,F34B0BAB829BCC620EA8761F8682492B
SRR6665783,2018-02-20 12:21:18,2018-02-02 08:23:51,448112,180141024,448112,402,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665783.sralite.1,SRX3642667,LMAN.8.14A0255,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,74AD80C10855DC81ECCA419DBBFDD32A,E4E60027F2AE1C70A0B82967C293065D
SRR6665784,2018-02-20 12:21:18,2018-02-02 08:25:30,2668468,1072724136,2668468,402,688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665784.sralite.1,SRX3642666,LMAN.8.14A0251,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,42D1A5E9B6847E1B177B0A862E6F5723,0A120CF3C23868400E8935306331B0D8
SRR6665785,2018-02-20 12:21:18,2018-02-02 08:23:42,61753,24824706,61753,402,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665785.sralite.1,SRX3642665,LMAD.8.14A0277,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,7D697238AD8BB537680647F95B3F35F3,B3D9AF8BABB573AB349CA5FF7CB9A5F6
SRR6665786,2018-02-20 12:21:18,2018-02-02 08:23:45,90812,36506424,90812,402,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665786.sralite.1,SRX3642664,LMAD.8.14A0275,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,E171AED248939BB85A4AAB8257B925C0,78147A5B19C6EC6B6E830093E4A09995
SRR6665787,2018-02-20 12:21:18,2018-02-02 08:23:57,500850,201341700,500850,402,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665787.sralite.1,SRX3642663,LMAD.26.14A0461,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,E069D18A544F54EBA70F9C169869854D,FA49AE02FADDFDA8C47658E95F3317CA
SRR6665788,2018-02-20 12:21:18,2018-02-02 08:24:05,412372,165773544,412372,402,90,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665788.sralite.1,SRX3642662,LMAD.26.14A0463,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,EEF98A02C5933EA56C8429BD9F2879E8,E2803C7E105BBB33E0611D2EBC360E55
SRR6665789,2018-02-20 12:21:18,2018-02-02 08:23:55,271850,109283700,271850,402,60,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665789.sralite.1,SRX3642661,LMAD.26.14A0451,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,31241324877D8530A666A9C9A63FAB97,442DF8741C1506E66F960CDBB66C9EAC
SRR6665790,2018-02-20 12:21:18,2018-02-02 08:23:49,171446,68921292,171446,402,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665790.sralite.1,SRX3642660,LMAD.26.14A0453,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,477DCC5EFC86F1E1D48EE7504F336FA0,2D01F171A33D2606EA9652FEDE62679D
SRR6665791,2018-02-20 12:21:18,2018-02-02 08:23:56,369886,148694172,369886,402,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665791.sralite.1,SRX3642659,LMAD.26.14A0447,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,008EDFC655349BECF183619DA4C76723,FF486ABCB62D368B7CF737AB0C597270
SRR6665792,2018-02-20 12:21:18,2018-02-02 08:24:34,1175871,472700142,1175871,402,259,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665792.sralite.1,SRX3642658,LMAD.26.14A0449,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,8DD9D586CD8FE7A69AB600DA8DDC3A4D,BC743C737B1BB79D1DF2FF207AEE398C
SRR6665793,2018-02-20 12:21:18,2018-02-02 08:23:44,42930,17257860,42930,402,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665793.sralite.1,SRX3642657,LMAD.26.14A0457,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,9EBCD5CB918BDC78E7EBC83F827FAA5F,B90ED9119B7DBC6B425C15194914389A
SRR6665794,2018-02-20 12:21:18,2018-02-02 08:23:50,119671,48107742,119671,402,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665794.sralite.1,SRX3642656,LMAD.26.14A0459,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,0C6F51719D7BBE58A946E917C59DF82A,423F56AF3462F5C9AFBBB9677CB3D752
SRR6665795,2018-02-20 12:21:18,2018-02-02 08:23:46,28936,11632272,28936,402,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665795.sralite.1,SRX3642655,LMAD.26.14A0455,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,E4432F385931E6D3A8F62CEC4CD48086,D90960C4B697ACA3F8CBFB0C1BC0500C
SRR6665796,2018-02-20 12:21:18,2018-02-02 08:23:56,81783,32876766,81783,402,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665796.sralite.1,SRX3642654,LMAD.26.14A0456,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,C92D0D7FCCBC45427B47E585FA08B423,3DCA5088B57BAD726CB9BE30CEC2FA3A
SRR6665797,2018-02-20 12:21:18,2018-02-02 08:23:51,81439,32738478,81439,402,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665797.sralite.1,SRX3642653,LMAD.26.14A0533,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,72ED39A8FE3AEA3189885729C4DCA6E2,51802EEAEE86D51435CD23500886706A
SRR6665798,2018-02-20 12:21:18,2018-02-02 08:24:07,464277,186639354,464277,402,101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665798.sralite.1,SRX3642652,LMAD.26.14A0529,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,3DDEBFC4DE46E7EA86196EFFFA76448F,DC0034D0B7D424F38E6B5292D81E9F03
SRR6665799,2018-02-20 12:21:18,2018-02-02 08:23:51,76649,30812898,76649,402,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665799.sralite.1,SRX3642651,LMAD.26.14A0525,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,D66E9156E4CE0F38392247A7109F3116,341F4A72E6C6CB168CD899B2CE47F735
SRR6665800,2018-02-20 12:21:18,2018-02-02 08:23:54,56743,22810686,56743,402,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665800.sralite.1,SRX3642650,LMAD.26.14A0523,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,45B51D5C9A46690A4D8C02484DBD69A9,1F5F8548815A507A3BA489252E792D80
SRR6665801,2018-02-20 12:21:18,2018-02-02 08:23:54,112305,45146610,112305,402,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665801.sralite.1,SRX3642649,LMAD.26.14A0521,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,EA6CF37E7B6C29C35736CA94AB9B1FB5,072DDE0FFC12DB62D6D056EEB42177F0
SRR6665802,2018-02-20 12:21:18,2018-02-02 08:24:00,181002,72762804,181002,402,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665802.sralite.1,SRX3642648,LMAD.26.14A0519,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,73C2F00BFF7CF23F0B616CAB99EC0473,AD30FB2B83AD22DEDAF0F725A274F47E
SRR6665803,2018-02-20 12:21:18,2018-02-02 08:24:04,137579,55306758,137579,402,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665803.sralite.1,SRX3642647,LMAD.26.14A0513,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,15F418B685197DF39FC68A0DF8C222BC,5D8FD801285BBF40BE07090E77454089
SRR6665804,2018-02-20 12:21:18,2018-02-02 08:23:58,124830,50181660,124830,402,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665804.sralite.1,SRX3642646,LMAD.26.14A0511,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,4A23D13A2D3F2CF7BCDBC57EA136FDE5,C285187E9516C00DC2C69C0E64AFB970
SRR6665805,2018-02-20 12:21:18,2018-02-02 08:24:00,118959,47821518,118959,402,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665805.sralite.1,SRX3642645,LMAD.26.14A0547,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,EF022E605B4F4A320D7C0785D6C7BC51,1F385F062A15C69456EE35297AB4906A
SRR6665806,2018-02-20 12:21:18,2018-02-02 08:24:06,295471,118779342,295471,402,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665806.sralite.1,SRX3642644,LMAD.26.14A0539,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,D8808A00DCDBBF8ECEA3631FC54C4235,54E5A5612798AF30330769F12A782B33
SRR6665807,2018-02-20 12:21:18,2018-02-02 08:23:56,109418,43986036,109418,402,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665807.sralite.1,SRX3642643,LMAN.26.14A0385,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,61F3A7A72DF1CB5C186207694CD54CD2,153C7FA74DB233B73D66FAC635DD46CC
SRR6665808,2018-02-20 12:21:18,2018-02-02 08:23:57,73305,29468610,73305,402,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665808.sralite.1,SRX3642642,LMAD.8.14A0575,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,EC42F6954F26BE05C794D9CC755B5FB3,E418351537E816235637CA62C79C1B3A
SRR6665809,2018-02-20 12:21:18,2018-02-02 08:23:59,84293,33885786,84293,402,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665809.sralite.1,SRX3642641,LMAD.8.14ABLANK.KAK7.G5,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,5E7ECF4EFE51FE32B48B6FB736EBC0A5,3DC0A1079FD91542505BA8BF2969BA86
SRR6665810,2018-02-20 12:21:18,2018-02-02 08:24:03,148308,59619816,148308,402,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665810.sralite.1,SRX3642640,LMAD.8.14A0577,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,B72469CD68261A88C1E0F1F2812F2863,82E280CEC69D1762F4BFEAAC01C1E611
SRR6665811,2018-02-20 12:21:18,2018-02-02 08:24:01,93830,37719660,93830,402,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665811.sralite.1,SRX3642639,LMAN.26.14A0029,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,65EEE7198F42F388741EA0E76BD4B53D,01D088443A3C6B907E91584823A3EFC0
SRR6665812,2018-02-20 12:21:18,2018-02-02 08:23:46,2310,928620,2310,402,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665812.sralite.1,SRX3642638,LMAD.8.14ABLANK.KAK8.C7,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,84DF534908FF2FED226D83959EADD515,DE83F98DB4833B37EF5DA5B0E92DFBA8
